"id","temperature","pressure","humidity","gas_resistance","altitude","pm_1","pm_2","pm_10","created_at"
4264,"16","1844","0.102477453","16","0","2490","1679","522","2020-06-11 18:06:27.977557+02"
4265,"39","1531","0.538543623","21","-6","2536","1672","2302","2021-05-27 20:17:33.977557+02"
4266,"15","1432","0.851184122","42","-45","673","308","1051","2019-08-14 16:49:48.977557+02"
4267,"40","1466","0.563563513","40","-34","1242","2842","106","2021-01-08 07:14:36.977557+01"
4268,"39","1709","0.599274427","38","-11","2635","111","33","2021-03-28 17:34:07.977557+02"
4269,"34","970","0.071076585","29","-9","1303","2085","1161","2021-01-08 15:01:25.977557+01"
4270,"10","1314","0.597693274","10","38","366","650","825","2020-12-10 19:24:03.977557+01"
4271,"36","1041","0.003012054","12","-44","1491","1990","1322","2020-12-05 00:42:20.977557+01"
4272,"17","1076","0.885907371","15","-30","2174","1347","2920","2022-07-11 19:45:09.977557+02"
4273,"20","1942","0.917188836","12","-26","155","919","1754","2021-05-20 05:07:49.977557+02"
4274,"33","855","0.193997452","46","10","2742","2487","1496","2021-04-20 11:39:34.977557+02"
4275,"22","1799","0.68974594","40","6","2951","160","2917","2020-01-13 17:52:43.977557+01"
4276,"20","1494","0.850689376","57","46","570","603","2638","2020-10-19 18:19:32.977557+02"
4277,"11","1682","0.789816835","23","38","1510","2550","1179","2023-09-25 01:48:34.977557+02"
4278,"20","1215","0.306461892","58","49","1270","2790","569","2022-11-13 11:50:15.977557+01"
4279,"12","1880","0.975662248","34","12","923","608","2373","2021-10-02 15:57:45.977557+02"
4280,"25","1336","0.306906703","22","-58","2774","1650","2684","2019-06-19 14:02:28.977557+02"
4281,"34","1837","0.748369059","47","8","656","320","431","2023-01-13 10:58:36.977557+01"
4282,"13","1491","0.535072781","24","-26","2613","2704","1003","2022-03-23 03:22:09.977557+01"
4283,"19","1573","0.078133548","54","44","2325","2728","1082","2020-02-03 07:31:10.977557+01"
4284,"21","1944","0.748059248","28","16","2381","1351","416","2021-03-27 20:49:28.977557+01"
4285,"40","1466","0.910279102","37","31","2167","44","2254","2022-07-11 13:35:33.977557+02"
4286,"19","804","0.165064916","31","40","376","2590","2425","2020-07-18 13:47:25.977557+02"
4287,"10","1285","0.501875776","23","23","1571","2713","1261","2023-11-08 07:11:58.977557+01"
4288,"25","1826","0.339440675","11","11","231","9","2550","2022-03-09 12:26:41.977557+01"
4289,"24","1635","0.129751101","28","6","565","273","2926","2020-06-03 05:54:14.977557+02"
4290,"12","823","0.507774571","16","-54","307","2382","310","2019-07-20 14:16:50.977557+02"
4291,"29","1338","0.174749918","43","6","1223","527","561","2021-03-21 12:39:39.977557+01"
4292,"22","1026","0.118210979","28","-47","2786","1551","1160","2021-07-27 04:07:08.977557+02"
4293,"21","1930","0.233500618","56","-29","1890","2420","2417","2023-08-03 11:30:22.977557+02"
4294,"28","1018","0.765627719","45","0","1254","2149","1694","2022-05-02 17:47:44.977557+02"
4295,"34","1274","0.329484718","11","26","2938","240","2813","2021-08-10 03:06:46.977557+02"
4296,"14","1253","0.64783556","59","37","41","1464","1783","2023-10-09 16:12:14.977557+02"
4297,"37","1874","0.196480592","42","-54","918","1649","1217","2023-07-05 19:36:17.977557+02"
4298,"25","921","0.286944656","34","-15","2654","2707","825","2019-06-23 19:31:48.977557+02"
4299,"28","1706","0.626494899","9","33","2954","750","462","2023-09-04 11:12:43.977557+02"
4300,"27","1640","0.303913145","23","13","2575","413","1781","2020-03-02 20:01:35.977557+01"
4301,"22","1304","0.871791263","31","49","502","2480","289","2022-08-02 08:08:27.977557+02"
4302,"28","1862","0.830921673","19","15","236","295","895","2021-04-07 10:44:06.977557+02"
4303,"18","1391","0.987327585","54","29","1415","1627","68","2019-06-22 15:55:09.977557+02"
4304,"36","1487","0.150580904","13","-29","417","788","1543","2022-03-01 03:24:25.977557+01"
4305,"27","1851","0.041370462","47","-56","146","2211","2556","2021-09-07 01:40:58.977557+02"
4306,"14","1241","0.438985297","28","-11","1460","1195","2332","2019-09-22 12:11:59.977557+02"
4307,"29","1931","0.145584433","23","-7","940","1840","831","2020-07-06 11:52:53.977557+02"
4308,"32","813","0.949356959","37","-22","948","225","812","2022-01-15 04:36:08.977557+01"
4309,"22","1980","0.938290713","11","-3","1361","809","1254","2019-07-05 05:43:37.977557+02"
4310,"17","829","0.264447152","35","-6","2928","2868","898","2023-11-24 12:03:48.977557+01"
4311,"23","1920","0.352432609","10","5","2083","2161","1701","2022-08-25 04:36:23.977557+02"
4312,"39","1021","0.377389785","56","-3","1605","46","2808","2023-08-10 20:11:44.977557+02"
4313,"40","923","0.976573085","36","-51","2814","2774","2023","2023-01-18 18:40:20.977557+01"
4314,"21","1745","0.185192645","37","-3","2431","815","2955","2023-05-12 03:22:19.977557+02"
4315,"27","1379","0.346579981","18","-44","387","1331","500","2021-06-11 16:53:35.977557+02"
4316,"28","1011","0.451967943","12","14","1582","1094","2179","2022-12-03 15:01:02.977557+01"
4317,"28","1970","0.841909119","56","4","993","1358","1950","2023-12-16 20:56:24.977557+01"
4318,"28","1717","0.975359703","22","18","1329","1135","1307","2021-11-28 03:52:57.977557+01"
4319,"21","1911","0.749869888","52","-25","2275","937","1592","2022-01-10 11:24:56.977557+01"
4320,"22","1944","0.490416054","22","-5","2427","642","2203","2021-04-09 16:57:09.977557+02"
4321,"10","1362","0.705405809","49","28","2329","964","2212","2021-02-25 08:31:11.977557+01"
4322,"23","1697","0.765005332","13","34","883","483","1640","2022-03-11 13:21:20.977557+01"
4323,"28","1632","0.686216327","39","14","155","1957","2867","2020-12-25 11:30:22.977557+01"
4324,"32","1639","0.293724364","34","24","2252","2133","116","2022-01-02 00:26:10.977557+01"
4325,"25","1655","0.047698726","20","-42","2024","1948","699","2020-02-15 20:39:16.977557+01"
4326,"28","866","0.273820583","33","-48","1021","1215","2516","2021-06-03 20:02:25.977557+02"
4327,"23","1083","0.46642021","34","4","2702","2034","2463","2022-04-08 06:06:28.977557+02"
4328,"18","952","0.306796776","12","35","195","1372","966","2022-01-02 16:25:46.977557+01"
4329,"24","1218","0.29281667","49","6","956","199","1081","2020-01-09 15:38:48.977557+01"
4330,"19","999","0.412842205","35","-25","2190","2494","1006","2022-11-27 01:57:26.977557+01"
4331,"12","1321","0.234839161","59","9","1701","1289","1608","2021-06-09 01:27:05.977557+02"
4332,"38","1630","0.100975234","41","16","518","2136","857","2022-11-23 07:48:38.977557+01"
4333,"20","1006","0.333373147","12","-42","1803","866","1577","2020-01-10 07:43:38.977557+01"
4334,"34","1051","0.383633703","33","3","316","87","2626","2023-11-17 08:01:16.977557+01"
4335,"37","1929","0.387907425","56","-36","2144","680","2278","2019-11-06 17:59:25.977557+01"
4336,"21","842","0.300547528","53","37","1078","2741","2993","2020-02-13 12:27:51.977557+01"
4337,"12","1736","0.478097044","32","-46","1859","1985","868","2021-10-04 20:26:14.977557+02"
4338,"31","1609","0.284287693","21","41","798","1745","2125","2020-08-08 19:35:49.977557+02"
4339,"15","1706","0.312715318","57","-22","2662","1850","1773","2023-12-03 22:02:16.977557+01"
4340,"22","1451","0.260669935","27","-33","2933","2528","602","2021-08-25 23:12:10.977557+02"
4341,"20","1849","0.017961254","10","4","583","693","172","2021-01-14 04:17:26.977557+01"
4342,"14","1383","0.732543402","11","-32","2415","1020","1179","2023-01-01 04:56:35.977557+01"
4343,"37","1902","0.763769177","54","18","1495","2105","1274","2021-12-09 22:38:29.977557+01"
4344,"24","1844","0.830940185","27","-52","221","2435","2953","2023-08-06 06:40:58.977557+02"
4345,"34","1742","0.198783696","9","27","237","2979","2796","2020-09-15 19:13:37.977557+02"
4346,"11","1640","0.300020837","46","-31","2098","149","687","2021-08-16 01:02:59.977557+02"
4347,"16","1279","0.409681355","47","25","2454","1450","2323","2020-03-24 16:40:38.977557+01"
4348,"30","1081","0.966140695","48","1","1703","1166","450","2023-05-26 02:26:26.977557+02"
4349,"30","1337","0.423758346","39","6","2290","1519","1840","2022-05-19 08:15:25.977557+02"
4350,"40","1328","0.966462572","51","-6","2411","224","2453","2021-01-01 11:06:42.977557+01"
4351,"16","1792","0.903704352","33","28","1750","2717","100","2021-10-01 07:33:51.977557+02"
4352,"29","1148","0.471427382","15","-4","1749","1989","1141","2022-04-27 16:14:12.977557+02"
4353,"33","1275","0.303713758","50","-44","1107","2261","2036","2020-02-26 20:46:29.977557+01"
4354,"15","940","0.408279546","20","-42","1917","1935","268","2019-04-07 03:57:43.977557+02"
4355,"24","1653","0.158583148","17","31","1002","567","176","2022-01-08 20:11:47.977557+01"
4356,"20","1903","0.025010139","34","2","700","1297","1193","2020-06-07 04:17:54.977557+02"
4357,"14","1839","0.428056766","27","16","2862","511","1555","2021-04-08 15:13:44.977557+02"
4358,"28","1210","0.292852661","12","6","2748","2517","2765","2022-01-27 05:14:05.977557+01"
4359,"36","1395","0.20255396","48","-56","699","237","1519","2020-05-15 19:45:59.977557+02"
4360,"26","1213","0.70665689","44","-49","1776","239","548","2019-03-25 05:49:23.977557+01"
4361,"32","1889","0.798219182","29","-39","148","1508","243","2021-08-01 16:55:33.977557+02"
4362,"29","1897","0.266941532","17","-32","1211","2686","1715","2020-03-20 05:11:31.977557+01"
4363,"12","1445","0.751804455","24","42","2790","2714","2265","2020-02-11 22:30:50.977557+01"
4364,"27","1219","0.581251631","42","-14","1840","2393","2276","2021-11-27 04:14:15.977557+01"
4365,"34","1845","0.936266819","11","-22","2671","248","2945","2022-09-15 03:54:51.977557+02"
4366,"27","947","0.864930702","30","-3","1559","1265","2133","2023-02-17 01:59:55.977557+01"
4367,"38","1708","0.205667473","36","7","1391","1180","1664","2021-06-20 06:19:15.977557+02"
4368,"35","803","0.990983647","42","-11","549","1534","1577","2019-04-20 07:57:19.977557+02"
4369,"40","890","0.464634216","27","-54","659","335","815","2020-07-09 22:58:52.977557+02"
4370,"16","867","0.228908549","17","35","2063","1046","36","2021-11-24 17:40:29.977557+01"
4371,"24","1918","0.347629912","56","3","751","797","2516","2020-01-12 04:10:48.977557+01"
4372,"26","1699","0.034686194","35","-14","442","1492","1057","2023-05-10 16:05:38.977557+02"
4373,"25","1349","0.030787908","36","16","2266","2356","1673","2022-08-19 10:56:02.977557+02"
4374,"26","1348","0.241771633","22","50","1687","1526","404","2021-10-04 15:51:43.977557+02"
4375,"26","1423","0.473554211","12","39","1032","190","204","2020-12-23 04:07:59.977557+01"
4376,"38","869","0.047149558","48","20","1088","1055","1408","2019-10-03 16:55:33.977557+02"
4377,"11","1597","0.240299209","11","-31","2087","43","1435","2020-03-14 00:51:11.977557+01"
4378,"21","941","0.538834304","59","35","2467","2334","637","2021-03-08 09:17:34.977557+01"
4379,"25","1911","0.849003622","50","12","1197","424","2534","2023-03-26 14:11:10.977557+02"
4380,"27","1268","0.189446316","22","33","2360","2816","1315","2022-02-08 09:22:36.977557+01"
4381,"19","1567","0.13110253","36","12","2412","2755","2218","2023-04-08 08:57:55.977557+02"
4382,"28","1991","0.037886957","46","42","1133","342","287","2019-02-27 06:24:24.977557+01"
4383,"15","1301","0.41647701","53","-56","2455","1394","1320","2021-07-20 18:14:13.977557+02"
4384,"28","1743","0.333601107","12","23","1168","959","2651","2021-03-06 19:52:45.977557+01"
4385,"32","1097","0.514923615","27","27","597","1208","2094","2019-07-23 13:37:38.977557+02"
4386,"31","1174","0.732775035","27","-58","326","727","2310","2021-12-21 00:03:53.977557+01"
4387,"14","1311","0.747217486","29","-11","1461","201","149","2019-09-02 20:54:05.977557+02"
4388,"35","1735","0.168094353","20","-30","1009","2802","2916","2020-01-16 21:31:26.977557+01"
4389,"10","1293","0.075802373","22","16","471","454","1026","2023-06-21 04:25:57.977557+02"
4390,"40","1165","0.35956604","53","26","2432","2789","861","2021-09-19 02:13:23.977557+02"
4391,"17","1751","0.996011947","52","-23","188","561","1266","2020-08-21 19:22:34.977557+02"
4392,"11","1399","0.98624717","28","-7","1159","461","2555","2022-03-19 07:01:44.977557+01"
4393,"12","1006","0.902123611","31","-49","2503","2390","1394","2020-05-13 23:25:08.977557+02"
4394,"31","889","0.868293365","38","-11","2483","2609","1957","2021-10-26 22:32:47.977557+02"
4395,"28","1733","0.006058494","21","-23","2152","2196","2293","2020-11-05 01:39:37.977557+01"
4396,"39","1432","0.275150558","51","-50","366","777","256","2021-04-12 03:27:22.977557+02"
4397,"18","1659","0.089088552","23","5","716","541","1867","2019-08-11 16:54:51.977557+02"
4398,"36","1731","0.212367943","38","48","102","1022","2618","2020-08-20 02:06:51.977557+02"
4399,"15","896","0.605122377","13","-13","1565","2783","1655","2022-01-05 16:19:48.977557+01"
4400,"13","1938","0.51754149","15","-46","1031","2893","1837","2020-10-23 19:31:42.977557+02"
4401,"34","1183","0.852939393","15","-4","1267","2759","2645","2023-01-11 22:12:16.977557+01"
4402,"12","1242","0.381681318","57","-42","761","1018","1420","2019-08-07 15:44:39.977557+02"
4403,"17","978","0.642187201","24","-46","2277","82","1869","2022-11-06 18:31:44.977557+01"
4404,"39","1928","0.35670722","59","-44","2990","2448","1094","2019-03-05 02:34:08.977557+01"
4405,"16","1192","0.713724848","23","-31","1559","1266","881","2022-11-19 06:46:19.977557+01"
4406,"23","1042","0.225941932","13","-14","875","577","1164","2020-09-06 15:22:43.977557+02"
4407,"27","1070","0.557627792","26","24","836","421","789","2023-11-22 19:13:05.977557+01"
4408,"24","882","0.813328262","19","-26","2688","363","2944","2019-11-12 16:18:54.977557+01"
4409,"15","1264","0.422514258","9","-7","128","2065","163","2023-02-26 06:38:40.977557+01"
4410,"19","1436","0.929436391","53","15","1790","780","2105","2022-02-26 17:51:19.977557+01"
4411,"27","1698","0.039834142","33","-47","2520","167","3000","2022-07-05 05:50:10.977557+02"
4412,"17","1415","0.366554443","30","41","910","371","855","2019-10-15 02:59:11.977557+02"
4413,"26","1845","0.133042219","27","10","1316","1488","1550","2019-11-15 14:18:52.977557+01"
4414,"33","1426","0.267769482","23","-27","2155","2661","2600","2019-08-15 19:01:18.977557+02"
4415,"27","1782","0.614093193","13","43","1044","1335","2570","2020-11-08 03:48:39.977557+01"
4416,"14","1783","0.42081383","31","-60","1985","2570","1127","2022-09-11 06:55:49.977557+02"
4417,"36","2000","0.37611469","44","33","2533","1349","2013","2019-04-01 08:32:35.977557+02"
4418,"14","1759","0.405972297","35","-48","2304","1697","397","2019-03-09 05:07:20.977557+01"
4419,"40","1917","0.575103893","15","-7","1807","2587","1602","2021-08-16 06:18:28.977557+02"
4420,"11","1318","0.618535969","9","26","1964","818","2342","2023-10-03 14:41:28.977557+02"
4421,"20","1730","0.959849327","40","22","2935","637","1746","2021-07-16 22:53:42.977557+02"
4422,"31","1649","0.098412511","46","11","2787","2825","2800","2022-10-18 06:25:56.977557+02"
4423,"12","1480","0.296319748","44","9","1968","24","2672","2022-09-24 22:08:51.977557+02"
4424,"12","976","0.359103617","40","-41","1755","618","398","2021-01-23 13:19:23.977557+01"
4425,"28","1350","0.013584351","22","-28","2514","2630","1775","2023-07-05 15:13:07.977557+02"
4426,"15","1965","0.903123844","48","34","312","44","109","2020-04-17 12:58:22.977557+02"
4427,"14","1606","0.30033931","55","32","2047","188","541","2021-01-12 04:26:19.977557+01"
4428,"39","1554","0.947062431","10","-22","2264","444","242","2019-07-13 06:44:24.977557+02"
4429,"23","1564","0.456016007","49","20","1893","1880","1292","2022-06-12 03:57:10.977557+02"
4430,"32","1019","0.202003198","21","-21","1451","2036","929","2022-06-11 23:05:05.977557+02"
4431,"27","1526","0.032303805","44","-5","1471","1742","1621","2019-04-20 14:11:27.977557+02"
4432,"26","1441","0.653035725","36","-27","2775","2824","1605","2021-01-08 07:15:20.977557+01"
4433,"35","847","0.457760896","47","49","2794","2683","711","2022-09-18 16:26:39.977557+02"
4434,"31","1982","0.886241643","36","-12","1766","2799","2060","2023-09-04 13:31:43.977557+02"
4435,"21","1523","0.555152319","43","21","1805","2139","633","2020-12-17 21:23:56.977557+01"
4436,"17","1024","0.714920072","18","46","1572","2305","2530","2023-06-10 02:22:32.977557+02"
4437,"23","1314","0.542368366","23","32","1131","1176","1843","2020-06-02 14:28:34.977557+02"
4438,"23","953","0.90795082","60","-13","837","646","2117","2022-08-22 09:40:23.977557+02"
4439,"16","1030","0.876256552","29","-18","1346","2152","1165","2020-06-26 21:51:03.977557+02"
4440,"31","888","0.333362089","30","6","2041","2739","2212","2022-05-03 06:57:23.977557+02"
4441,"39","1763","0.484329409","60","-28","1342","2827","251","2022-07-25 06:02:30.977557+02"
4442,"31","1266","0.709590479","58","-60","11","1660","1786","2021-03-03 00:53:33.977557+01"
4443,"18","1056","0.070428727","40","-30","2068","2787","325","2020-08-11 08:41:47.977557+02"
4444,"29","1227","0.705383534","22","12","2489","2084","1675","2022-08-04 17:58:10.977557+02"
4445,"13","1538","0.786049053","52","20","961","2141","1240","2019-06-06 10:46:17.977557+02"
4446,"22","1849","0.688083427","30","-55","679","481","2783","2021-01-02 01:29:29.977557+01"
4447,"19","1313","0.165332581","41","-15","2393","1420","2006","2019-06-20 21:09:17.977557+02"
4448,"31","917","0.704950592","32","-40","1922","2297","2999","2019-10-10 07:42:03.977557+02"
4449,"35","1691","0.350844456","12","40","2353","1419","442","2019-12-20 08:22:34.977557+01"
